,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalA,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,lminalB,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,ERBB2,ERBB2,ERBB2,ERBB2,ERBB2,ERBB2,ERBB2,ERBB2,ERBB2,ERBB2,ERBB2,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal
TIMM17A,0.032061314,0.034511248,0.037674635,0.039512032,0.052593842,0.033237716,0.028113628,0.039411987,0.044011211,0.03010707,0.030718509,0.044449828,0.028393646,0.028911468,0.04495849,0.064903422,0.04750302,0.042249057,0.040800886,0.070032159,0.043770561,0.040742715,0.028546086,0.028091795,0.051866509,0.034527876,0.044013278,0.056570689,0.0678815,0.029617308,0.035840734,0.042366946,0.05931188,0.041911701,0.030070433,0.061192148,0.035576301,0.029900213,0.01942308,0.033475571,0.033431961,0.037493593,0.036248969,0.046630235,0.031425141,0.039929795,0.034579666,0.024968798,0.037333502,0.036366252,0.042773925,0.042803978,0.038277492,0.035698987,0.03369248,0.057590177,0.030260754,0.053087255,0.052181919,0.024319574,0.036923529,0.033059046,0.025280855,0.029088579,0.024141788,0.024759346,0.03327205,0.024992807,0.037732773,0.032195181,0.048201647,0.039138332,0.03987367,0.038260112,0.041582978,0.02136338,0.03286454,0.031297893,0.035124423,0.048010226,0.036966225,0.032150947,0.034829102,0.029860525,0.048534721,0.031291934,0.04602483,0.02750261,0.031043446,0.037792342,0.035981315,0.033775808,0.042800902,0.037801249,0.054037149,0.053592402,0.045002165,0.051294194,0.03355346,0.054228657,0.047545696,0.041144988,0.048258054,0.034617755,0.039148061,0.064726111,0.048462818,0.04110842,0.043507134,0.035226836,0.033966519,0.022551349,0.042802436,0.032038485,0.065567082,0.033668314,0.051160662,0.032575258,0.041406893,0.048066648,0.033615709,0.036401269,0.035718423,0.044953019,0.041078169,0.038720863,0.049496839,0.031768177,0.040429186,0.03524966,0.052813637,0.032014062,0.033772091,0.057370941,0.047773066,0.029023104,0.036322955,0.0352434,0.034633936,0.033395873,0.045491247,0.037529781,0.028382242,0.029799383,0.03446113,0.019727289,0.030324486,0.03327704,0.041274129,0.040815136,0.023415564,0.032072072,0.030182055,0.028197232,0.045275647,0.026223586,0.038477476,0.056596484,0.035501866,0.048495871,0.02283077,0.039046621,0.028179241,0.040446368,0.038700751,0.024510303,0.035108933,0.055557421,0.041243779,0.030620883,0.041142957,0.043034233,0.045673244,0.055976625,0.032577237,0.069517574,0.035598897,0.04507317,0.054047985,0.038952514,0.04485669,0.051001984,0.050369569,0.034424284,0.034128498,0.030879082,0.05095178,0.050569122,0.035945774,0.041429964,0.041209811,0.048615908,0.033483894,0.03773241,0.044543638,0.036553361,0.031358578,0.040482577,0.042061648,0.045582584,0.047419511,0.050559399,0.043766539,0.041291409,0.047740506,0.048091463,0.039777001,0.030253391,0.032985601,0.044455551,0.044068181,0.042645664,0.042710364,0.036632337,0.033407522,0.040360464,0.029023912,0.112162315,0.046366232,0.058933336,0.044127487,0.034400961,0.042700622,0.042910584,0.042811718,0.061630209,0.061985385,0.035751491,0.035282043,0.031851022,0.023054657,0.036154632,0.035145738,0.029040353,0.045653802,0.034381596,0.035431855,0.033063369,0.036488582,0.020573669,0.028507884,0.040625977,0.035883872,0.037960195,0.035430921,0.034816122,0.037098473,0.028080768,0.05807236,0.039175019,0.024097072,0.033652177,0.046396797,0.048315889,0.043550067,0.033537741,0.052389849,0.025605235,0.108933805,0.140566966,0.031691334,0.035647204,0.029924585,0.04264378,0.036847431,0.049659098,0.038454351,0.039656277,0.033863015,0.042588272,0.034219652,0.039283249,0.031607895,0.020315704,0.036147478,0.027831248,0.024689597,0.03434221,0.030656808,0.041596096,0.06259811,0.056861937,0.135956702,0.03558956,0.03598681,0.045053288,0.029442777,0.049700224,0.039900183,0.025923775,0.026820535,0.027987494,0.032375958,0.050941504,0.047873339,0.03120996,0.035593395,0.030949232,0.03095438,0.026832439,0.032377608,0.064127215,0.036322588,0.057872972,0.05271693,0.035546116,0.042099864,0.058515546,0.048373303,0.044216992,0.036560097,0.044650167,0.098476894,0.032949406,0.054250983,0.028165684,0.029792617,0.031086277,0.030855878,0.034237758,0.037053153,0.027765457,0.025141405,0.034018538,0.030513524,0.030009557,0.034124275,0.031597475,0.032686807,0.02061526,0.033306499,0.028473324,0.038632754,0.030196166,0.039122604,0.032138432,0.028721173,0.041915374,0.03300849,0.039834368,0.039572175,0.018063165,0.045371915,0.036635502,0.039290775,0.038884783,0.031195877,0.027553081,0.053592789,0.026428613,0.031875417,0.032400629,0.074875023,0.047415631,0.036325611,0.035303364,0.048771807,0.049614324,0.037626187,0.026327818,0.036073766,0.030228087,0.090428516,0.043736923,0.031558551,0.043019023,0.075990233,0.05914756,0.033987956,0.024483836,0.037923969,0.03879895,0.06455976,0.031336759,0.033922209,0.034204047,0.051028307,0.049228464,0.034081457,0.027791877,0.134870464,0.03847832,0.040085765,0.042254597,0.026502885,0.025853377,0.032294159,0.028303593,0.048235072,0.035449237,0.058703712,0.045312742,0.047185396,0.034419282,0.033134103,0.036737628,0.038536767,0.029023829,0.030424189,0.039838918,0.03942378,0.043189236,0.057640933,0.0486636,0.050660213,0.043834881,0.046852763,0.036753562,0.037452171,0.042149282,0.030883611,0.048630549,0.036319479,0.06303321,0.038641311,0.044407338,0.040086745,0.048624651,0.055043649,0.048189513,0.034324482,0.039270068,0.040383236,0.052281667,0.038690276,0.035242344,0.030935186,0.031071587,0.023970448,0.067678527,0.03828617,0.047000591,0.055833526,0.050609573,0.053177641,0.049944038,0.040942142,0.046128292,0.042510847,0.047461839,0.033013849,0.06143423,0.05426475,0.058443583,0.042213169,0.047449677,0.059276492,0.038742306,0.043293981,0.048268141,0.040491417,0.048790162,0.044940839,0.039191393,0.040398719,0.043514584,0.040324659,0.042950065,0.030178149,0.041965443,0.036250087,0.04263015,0.034158077,0.037311014,0.035093349,0.043375098,0.040849907,0.04204763,0.0423318,0.053421617,0.032511736,0.049909013,0.051128438,0.056356038,0.031925853,0.048872104,0.046272459,0.056547297,0.032743043,0.044581006,0.050525819,0.032542595,0.023264116,0.037924868,0.046213063,0.04748771,0.035414379,0.137089018,0.032170233,0.036655564,0.045332349,0.051567253,0.046316713,0.043380937,0.03656462,0.038443957,0.044441476,0.031502955,0.038817843,0.074699439,0.03520635,0.033847843,0.026624275,0.03993292,0.047094047,0.038158561,0.039653821,0.042566485,0.034941505,0.05483536,0.03969804,0.034340115,0.031024144,0.046650376,0.034790849,0.058571046,0.038893016,0.037543199,0.045524612,0.037642664,0.036432289,0.029128184,0.036988954,0.038050928,0.040619751,0.033550633,0.026146107,0.031519331,0.035326168,0.041300765,0.054866274,0.048586349,0.041975027,0.041386734,0.032067538,0.040848801,0.044917971,0.035680311,0.058379183,0.133742335,0.137510088,0.059368019,0.129698979,0.072470375,0.040742075,0.046461496,0.152486601,0.133609142,0.037030592,0.038903973,0.04979569,0.057500668,0.051432391,0.045657179,0.059846027,0.054537259,0.042552859,0.035011937,0.046738486,0.061049325,0.043408232,0.057888143,0.064909089,0.030323496,0.051888107,0.060237306,0.026941977,0.036528185,0.047207168,0.039711416,0.059624865,0.035351248,0.033398588,0.039925893,0.0416752,0.042660476,0.036813681,0.050369644,0.042022387,0.051544169,0.044934012,0.048685018,0.053319599,0.037410576,0.037279595,0.05680056,0.048186988,0.04132032,0.035281928,0.035545622,0.027778337,0.058418022,0.048825802,0.052244435,0.042527393,0.041795606,0.041431588,0.060599785,0.054073431,0.051461867,0.038977119,0.063118919,0.03909544,0.04377151,0.046890043,0.050487066
VTI1B,0.109674849,0.093441586,0.068002557,0.027102302,0.073925056,0.101937241,0.08479365,0.071363514,0.129162965,0.0197651,0.035181179,0.047340811,0.134015313,0.074726463,0.082989727,0.090908471,0.035102901,0.04038003,0.101753491,0.099383978,0.139683491,0.106274099,0.112438889,0.116868789,0.088163207,0.12083435,0.148681893,0.142826741,0.072985873,0.136842651,0.188412136,0.073923192,0.103986624,0.056700533,0.091565698,0.135118108,0.047782132,0.044576574,0.083479623,0.122742794,0.03069741,0.178879331,0.083498632,0.029559476,0.102848399,0.031414404,0.041881997,0.03714664,0.090266139,0.021368214,0.130714424,0.12607098,0.210805956,0.093883543,0.18248763,0.164222022,0.137389225,0.141917426,0.082825048,0.05018842,0.034912234,0.028259612,0.052609949,0.02852463,0.031042253,0.022946165,0.104982199,0.073253736,0.036505878,0.012160845,0.125984377,0.106224295,0.212148035,0.12561181,0.095694005,0.034728243,0.070322375,0.176242407,0.028582902,0.064006064,0.104243193,0.117717976,0.182592096,0.111293129,0.107274835,0.189600145,0.113314515,0.050464515,0.093096595,0.08682322,0.130645308,0.157923639,0.109732166,0.073803005,0.106533161,0.056985878,0.134401624,0.068484633,0.138392947,0.078732828,0.054543497,0.134706065,0.174916258,0.102625545,0.088515411,0.10123145,0.085704018,0.08062472,0.144001257,0.067601152,0.091152631,0.0513585,0.19475398,0.146708975,0.082761129,0.174041845,0.143922574,0.147581001,0.127954023,0.101043252,0.073031458,0.020908012,0.07402783,0.063261096,0.155815698,0.140675119,0.047995091,0.071312902,0.071243881,0.122390013,0.023624537,0.024070309,0.069676035,0.226544865,0.094186746,0.109029262,0.122367855,0.104109208,0.149951811,0.050310963,0.125696207,0.111886934,0.06524793,0.146698792,0.071949963,0.01620654,0.067191184,0.046936048,0.094480328,0.046575831,0.061673736,0.042634991,0.087149293,0.123601325,0.050180554,0.00792413,0.178314729,0.035982594,0.083281854,0.077197678,0.028138965,0.149947095,0.175884393,0.2020386,0.016297896,0.159035925,0.133811695,0.11062491,0.141089593,0.184041424,0.122984201,0.064308402,0.09811802,0.054650027,0.153181786,0.087230809,0.172361147,0.052427732,0.029595323,0.085308568,0.105168591,0.068225053,0.160687772,0.186200875,0.138700092,0.099657208,0.118802685,0.175452555,0.075622154,0.121166859,0.076338275,0.163201464,0.186492784,0.119002438,0.132646017,0.128826485,0.166718742,0.053463455,0.0796668,0.048897665,0.073509871,0.060358128,0.06360415,0.082797653,0.073179025,0.125826635,0.118555254,0.14934291,0.030203194,0.067987015,0.148393898,0.098716927,0.055856206,0.080186933,0.090153711,0.047458271,0.078661961,0.107774143,0.102579074,0.109085472,0.103305112,0.050449658,0.08838234,0.059801641,0.022722206,0.177029386,0.148027544,0.127810888,0.045339252,0.064924346,0.045975346,0.065765606,0.047890079,0.040801089,0.043525081,0.171737572,0.084950406,0.184939387,0.05945598,0.112084651,0.131371576,0.096020635,0.043847078,0.107542543,0.167671769,0.099629948,0.085385333,0.064768303,0.055711333,0.077643185,0.081167119,0.127099237,0.16604653,0.156862938,0.108987433,0.077461455,0.057653192,0.087212064,0.108855725,0.144429631,0.088389016,0.141408009,0.12129243,0.176900844,0.155829976,0.17971324,0.107468095,0.078127544,0.085092089,0.061895881,0.063456303,0.118083267,0.089527232,0.079746227,0.109750642,0.044480902,0.130772112,0.044287259,0.073932923,0.112482864,0.087234498,0.166952802,0.028747019,0.067777469,0.108699211,0.045724534,0.016331237,0.060650149,0.166322515,0.072949543,0.127528913,0.087662761,0.136969264,0.059450439,0.092799828,0.046154054,0.097058112,0.118019723,0.066771036,0.141006265,0.129868725,0.122238053,0.127386933,0.097518853,0.097308575,0.090177604,0.080577702,0.153281052,0.094210872,0.100176372,0.122565696,0.081873279,0.066591427,0.155195161,0.128448853,0.121846809,0.073464078,0.060159087,0.055008745,0.175853491,0.090685082,0.044444571,0.067436507,0.08963331,0.105304833,0.089839946,0.049975588,0.058277009,0.028350096,0.029784952,0.122452832,0.038872115,0.066636174,0.014486445,0.154046771,0.024948207,0.072076272,0.073502858,0.142665711,0.154632205,0.153865289,0.09330851,0.063416348,0.045719162,0.110012879,0.106426353,0.126266262,0.022484734,0.117846214,0.05310387,0.071649809,0.13226171,0.224789154,0.083197137,0.046456424,0.091857454,0.109017021,0.053041296,0.173641318,0.153326825,0.098917782,0.021824302,0.087944506,0.088778992,0.133961521,0.127576501,0.061173624,0.028221094,0.127751985,0.155744056,0.108413213,0.047246927,0.082103869,0.109342046,0.040212055,0.129562368,0.152922325,0.064395741,0.186622579,0.122411533,0.087465366,0.055223509,0.07675137,0.061468905,0.102853348,0.115391681,0.043579357,0.085354014,0.11501348,0.0594959,0.076922426,0.091853305,0.109908377,0.157867099,0.064498226,0.14990468,0.079303604,0.031725313,0.013804271,0.015493245,0.015339639,0.146013241,0.165508636,0.119895579,0.013665253,0.014272326,0.017792302,0.012513753,0.011996043,0.012155935,0.01259843,0.012293633,0.013119586,0.126976239,0.071837497,0.065094285,0.142555829,0.019738587,0.074261048,0.079413301,0.01455476,0.087726364,0.045866668,0.054995887,0.065553361,0.060185578,0.015824073,0.012175286,0.015030082,0.084752586,0.141715508,0.191704139,0.039148695,0.0386949,0.079773626,0.099528096,0.047872411,0.110010717,0.069782418,0.091058941,0.08438849,0.092870524,0.180661183,0.180204301,0.139855602,0.216872273,0.128342717,0.128335499,0.074488133,0.091760648,0.016206976,0.105434912,0.156528496,0.015202685,0.013429316,0.013737632,0.015363368,0.014091658,0.014736395,0.016868777,0.013001248,0.01608966,0.091633399,0.015597657,0.091281418,0.014357819,0.012026211,0.031511984,0.046656161,0.108017193,0.014912854,0.078387994,0.113035579,0.195288989,0.113285,0.163358318,0.064716078,0.086109022,0.218190265,0.194350659,0.199364845,0.169913775,0.155529638,0.141312784,0.171561972,0.040250119,0.094677914,0.03963994,0.014471104,0.011939949,0.012277191,0.012148426,0.012259546,0.011914617,0.011826116,0.013333209,0.062438806,0.10052317,0.11895329,0.100583936,0.108314659,0.187606425,0.178221735,0.097488743,0.086535733,0.145093244,0.011647265,0.129070166,0.181562443,0.015080922,0.012324535,0.013259265,0.16994321,0.183183748,0.144449643,0.1113365,0.013403367,0.012166592,0.071249808,0.060238106,0.016516409,0.091879206,0.087666215,0.17071978,0.11428791,0.120779691,0.011178113,0.012509367,0.013052432,0.053998237,0.111776514,0.123678557,0.090862782,0.059714908,0.090734261,0.04483997,0.05958168,0.098353109,0.124526386,0.136532311,0.041402648,0.101391389,0.131831878,0.177836616,0.080923074,0.128334878,0.066852641,0.095701791,0.06124891,0.09172918,0.073749471,0.118941045,0.10559633,0.070413599,0.120166681,0.098122899,0.094105186,0.114408316,0.216204786,0.08961505,0.013036907,0.112602425,0.094955573,0.111261588,0.126743522,0.094832919,0.103160924,0.053448796,0.142924882,0.13856868,0.100478543,0.020672252,0.013679659,0.013926768,0.015277029,0.090144808,0.072632048,0.122453561,0.090699906,0.109184999,0.092281764,0.151514041,0.178660057,0.012694656,0.01115958,0.16491857,0.013499367,0.013784694,0.014353091,0.019063168,0.014892798,0.079926067,0.014593469,0.1314857,0.050249901,0.096231734,0.165717032,0.137128503,0.100298964,0.184862166,0.03222745,0.136538862,0.163896028,0.064322366,0.112925222,0.121380084
ZNF81,0.383277563,0.308436042,0.355293122,0.250795424,0.39750351,0.223107643,0.481230629,0.294282899,0.127163155,0.103795665,0.315132578,0.414389389,0.447992904,0.379642467,0.272962847,0.3756081,0.378088557,0.356031095,0.27950825,0.40552448,0.156542221,0.237181313,0.424733542,0.24946021,0.357635631,0.210000557,0.138170526,0.138799374,0.448518855,0.230648561,0.353961478,0.540208021,0.47241816,0.19832859,0.394878017,0.348988534,0.399520945,0.456408921,0.303346496,0.17319898,0.435758731,0.50099192,0.39946873,0.283073358,0.199572466,0.426536558,0.429610479,0.2447517,0.37275803,0.274805067,0.263477725,0.389919413,0.281893788,0.390879124,0.281311317,0.191896467,0.41905256,0.286910339,0.447852037,0.33389844,0.328089972,0.256713234,0.347332838,0.44169272,0.292032993,0.373467899,0.321834586,0.444071537,0.432747982,0.159076403,0.249104137,0.020378728,0.170068769,0.327247258,0.33104972,0.112458388,0.357801204,0.32532377,0.431727815,0.263847972,0.416249654,0.117413382,0.241789076,0.418873655,0.396126266,0.503728185,0.477250162,0.451235628,0.512452644,0.176842562,0.490300355,0.029539828,0.459600621,0.310566156,0.127603771,0.410881837,0.384791754,0.244652358,0.470396693,0.415771269,0.318120877,0.410184027,0.284780141,0.457471692,0.28622769,0.444879887,0.284378543,0.179010117,0.387754645,0.43805076,0.296930792,0.514455054,0.270856003,0.32884134,0.215575279,0.19723864,0.290021476,0.379787782,0.352874567,0.404445331,0.095223607,0.447496976,0.253320908,0.388718369,0.464388094,0.376009538,0.158139787,0.304593512,0.317924699,0.36443089,0.277644789,0.438629467,0.189495313,0.211088231,0.283277828,0.348677671,0.431968081,0.187699202,0.457316898,0.333824312,0.385035827,0.200469157,0.466960986,0.489658434,0.445314346,0.370723918,0.423636181,0.408926898,0.106981656,0.467020703,0.408486491,0.207843312,0.376272383,0.361732697,0.396309077,0.394739147,0.439262712,0.400914121,0.337015255,0.436198247,0.212982827,0.389900525,0.337088565,0.432266747,0.293466347,0.334258239,0.301169964,0.321340883,0.328830093,0.370458534,0.412836866,0.347848052,0.354462486,0.242766591,0.466749235,0.220760037,0.297467756,0.447874029,0.117451662,0.428668463,0.378372374,0.081655309,0.203185683,0.153898885,0.293654781,0.212776312,0.347532509,0.200299389,0.288742723,0.200429288,0.347244531,0.351454314,0.202742854,0.391909224,0.338242146,0.406344865,0.154914278,0.181981606,0.211755339,0.312134164,0.229397236,0.376404655,0.452851877,0.367029373,0.187241277,0.455422354,0.295458848,0.291841242,0.202409082,0.085284665,0.360142765,0.275345601,0.180323327,0.341476107,0.224311414,0.15427736,0.290781419,0.360027672,0.423085406,0.387797133,0.366650007,0.453134936,0.436382074,0.4460652,0.343758213,0.2268161,0.249652618,0.285942343,0.274078728,0.457301829,0.139733533,0.286388949,0.381791308,0.460402988,0.360705533,0.326500925,0.45502989,0.200281922,0.17468666,0.37972853,0.427901418,0.438451406,0.244330847,0.391003484,0.298225008,0.371130888,0.381839464,0.287755603,0.456782408,0.221303907,0.295701051,0.356708144,0.426461866,0.193694334,0.280098015,0.240797815,0.281926064,0.286004506,0.552487514,0.463286165,0.344194372,0.407976475,0.383095228,0.278242572,0.34104647,0.36258021,0.168727362,0.081194984,0.146619434,0.153095343,0.238474383,0.216248554,0.406002692,0.367126135,0.323336569,0.29333168,0.411304219,0.023773825,0.304520023,0.432286971,0.293336902,0.382650354,0.546516272,0.361302611,0.228941861,0.320840524,0.460994122,0.319165692,0.0985173,0.544271648,0.427369562,0.51035869,0.221568615,0.39617674,0.346850534,0.391402348,0.330663113,0.02340377,0.327022429,0.387711072,0.139709261,0.3704211,0.229502916,0.323091598,0.294590105,0.350110575,0.014588841,0.178484911,0.455060743,0.291665612,0.449169046,0.253987258,0.523260546,0.337194276,0.187306766,0.17391433,0.017980178,0.154664688,0.369016728,0.39394793,0.300589062,0.455947736,0.393157744,0.24731981,0.153558191,0.299206419,0.348127891,0.411724415,0.212778826,0.303445656,0.460991314,0.324930939,0.423915403,0.144989711,0.358085654,0.185681146,0.399275677,0.067769648,0.171847522,0.187601476,0.464910795,0.341854652,0.341045122,0.192945419,0.375837876,0.411728801,0.287766961,0.459480459,0.311577119,0.129207259,0.432243582,0.505750923,0.419968369,0.208401245,0.426732507,0.181611025,0.200533169,0.270417753,0.276910416,0.220842676,0.424690373,0.45025307,0.456401153,0.198654761,0.197716982,0.430971859,0.314234952,0.45758826,0.29812763,0.273624994,0.187474355,0.201203719,0.247923574,0.314042249,0.337044405,0.409064626,0.406320423,0.29785325,0.23850074,0.311571684,0.227636458,0.332993758,0.373002665,0.440000375,0.317449318,0.395420363,0.281649745,0.363118521,0.257621333,0.2788595,0.37326152,0.222364917,0.188991008,0.261238746,0.405951547,0.345794382,0.357911704,0.380636346,0.349622837,0.420764956,0.460112217,0.375746202,0.423330127,0.303166541,0.276980077,0.289479211,0.435404496,0.394117765,0.447853798,0.348916966,0.351484186,0.433235335,0.461919116,0.417819372,0.327637722,0.383789732,0.464220396,0.338372994,0.426184745,0.267718505,0.320884952,0.387231995,0.412211701,0.263129362,0.453851525,0.295372705,0.223548137,0.52033183,0.381403524,0.43097624,0.261165511,0.468839315,0.316192913,0.301300648,0.227802684,0.407786309,0.426536457,0.045492462,0.235279331,0.359646263,0.38046986,0.434210741,0.231182178,0.422857261,0.302971159,0.425958365,0.339670775,0.318186651,0.310990337,0.393289403,0.425752566,0.278143744,0.345963961,0.418781728,0.339246184,0.426352103,0.418220124,0.326869148,0.422571838,0.336907497,0.457271082,0.341379425,0.317948228,0.422079287,0.354467148,0.363456222,0.415695885,0.208492779,0.270797462,0.021937286,0.376375634,0.504095209,0.42679456,0.400125288,0.417975293,0.261326863,0.383898177,0.427521399,0.44338097,0.381161404,0.410944348,0.358757522,0.410493735,0.427138242,0.400370465,0.255224475,0.369934906,0.329425663,0.414964122,0.329331514,0.356352623,0.236354521,0.377308159,0.335178892,0.453544884,0.414030868,0.439339829,0.477005936,0.371194171,0.294613153,0.259152713,0.346497956,0.347226388,0.335288223,0.393975037,0.232361649,0.41845542,0.440331039,0.413952386,0.269454745,0.453463138,0.447392555,0.263739485,0.347229235,0.383104928,0.379323318,0.436602905,0.253029516,0.470512656,0.15884622,0.451186151,0.221809399,0.319746553,0.328628177,0.421900662,0.384078508,0.339236262,0.315618192,0.234925222,0.335629632,0.387039502,0.399925859,0.276501841,0.352702815,0.155064569,0.358927292,0.217135162,0.312912449,0.234740269,0.43883365,0.600943243,0.145693215,0.447364528,0.205928922,0.310568478,0.443276037,0.531965428,0.575940549,0.244819748,0.434532668,0.349823893,0.323436008,0.317480266,0.415299558,0.471819052,0.266126448,0.377231304,0.325269423,0.412029846,0.142038328,0.405394141,0.259330795,0.151487664,0.111900867,0.389183084,0.175131549,0.131972498,0.345725635,0.367954055,0.294804826,0.122624678,0.43099003,0.308755767,0.449696397,0.433897893,0.415214101,0.367610861,0.437247615,0.307700322,0.397672649,0.465378166,0.324180626,0.425026008,0.492835983,0.354322392,0.380448537,0.362436776,0.400873698,0.450563663,0.403119452,0.352510637,0.403542877,0.479871177,0.334420009,0.290863743,0.439514897,0.424021431,0.177864853,0.404063984,0.426530887,0.434586425,0.201543256,0.423097841,0.461412662,0.316474556,0.259750841
